0 0 0 0
0 0 0 0.1
7.04752e-07 0 0 0.2
2.79084e-06 7.04752e-09 0 0.3
6.87944e-06 4.18625e-08 7.04752e-11 0.4
1.35108e-05 1.44635e-07 5.58871e-10 0.5
2.31216e-05 3.79629e-07 2.48803e-09 0.6
3.60254e-05 8.38272e-07 8.18861e-09 0.7
5.23969e-05 1.64049e-06 2.219e-08 0.8
7.2262e-05 2.93408e-06 5.23744e-08 0.9
9.54907e-05 4.89214e-06 1.11376e-07 1
0.000121797 7.70837e-06 2.18185e-07 1.1
0.000150745 1.15906e-05 3.99896e-07 1.2
0.000181753 1.67525e-05 6.93514e-07 1.3
0.000214116 2.34037e-05 1.14772e-06 1.4
0.000247018 3.17396e-05 1.82449e-06 1.5
0.000279558 4.1929e-05 2.80041e-06 1.6
0.000310777 5.41035e-05 4.16761e-06 1.7
0.000339683 6.83454e-05 6.03417e-06 1.8
0.000365285 8.46775e-05 8.52385e-06 1.9
0.000386624 0.000103054 1.17751e-05 2
0.000402801 0.000123354 1.59391e-05 2.1
0.00041301 0.000145374 2.11772e-05 2.2
0.000416565 0.000168828 2.76573e-05 2.3
0.000412922 0.000193348 3.55491e-05 2.4
0.000401705 0.000218485 4.50189e-05 2.5
0.000382719 0.000243721 5.62234e-05 2.6
0.000355966 0.000268471 6.93029e-05 2.7
0.000321647 0.000292104 8.4374e-05 2.8
0.000280166 0.000313956 0.000101522 2.9
0.000232126 0.000333345 0.000120795 3
0.000178319 0.000349597 0.000142193 3.1
0.000119708 0.000362062 0.000165666 3.2
5.74116e-05 0.000370139 0.000191102 3.3
-7.32695e-06 0.000373299 0.000218329 3.4
-7.3163e-05 0.000371103 0.000247105 3.5
-0.000138684 0.000363224 0.000277121 3.6
-0.000202446 0.000349465 0.000307999 3.7
-0.000263002 0.000329772 0.000339291 3.8
-0.000318945 0.000304247 0.000370488 3.9
-0.00036894 0.000273152 0.000401022 4
-0.000411755 0.000236915 0.000430278 4.1
-0.000446297 0.000196125 0.0004576 4.2
-0.000471635 0.000151525 0.000482307 4.3
