0 0 0 0
0 0 0 0.1
1.15096e-06 0 0 0.2
4.51899e-06 1.15096e-08 0 0.3
1.10057e-05 6.79788e-08 1.15096e-10 0.4
2.12783e-05 2.33146e-07 9.08828e-10 0.5
3.57145e-05 6.06443e-07 4.02494e-09 0.6
5.43642e-05 1.3248e-06 1.31652e-08 0.7
7.69322e-05 2.56043e-06 3.54218e-08 0.8
0.000102782 4.51452e-06 8.29285e-08 0.9
0.000130962 7.40698e-06 1.74751e-07 1
0.000160248 1.14627e-05 3.38896e-07 1.1
0.000189211 1.6895e-05 6.14279e-07 1.2
0.000216293 2.38876e-05 1.05247e-06 1.3
0.000239898 3.2576e-05 1.71901e-06 1.4
0.00025848 4.3029e-05 2.69412e-06 1.5
0.000270643 5.52331e-05 4.07258e-06 1.6
0.000275228 6.90798e-05 5.96264e-06 1.7
0.000271387 8.43567e-05 8.48388e-06 1.8
0.000258652 0.000100745 1.17638e-05 1.9
0.000236974 0.000117823 1.59336e-05 2
0.000206745 0.000135073 2.11223e-05 2.1
0.000168801 0.000151901 2.74505e-05 2.2
0.000124389 0.000167653 3.50232e-05 2.3
7.51263e-05 0.000181646 4.39222e-05 2.4
2.29233e-05 0.000193197 5.41984e-05 2.5
-3.00988e-05 0.000201655 6.58646e-05 2.6
-8.17107e-05 0.000206438 7.88887e-05 2.7
-0.000129683 0.000207063 9.31884e-05 2.8
-0.000171897 0.000203183 0.000108627 2.9
-0.000206455 0.000194606 0.000125011 3
-0.000231773 0.000181322 0.000142091 3.1
-0.000246673 0.000163515 0.000159563 3.2
-0.000250442 0.000141567 0.000177074 3.3
-0.000242875 0.000116054 0.000194231 3.4
-0.000224295 8.7733e-05 0.000210606 3.5
-0.00019554 5.75207e-05 0.000225752 3.6
-0.00015793 2.64601e-05 0.000239216 3.7
-0.000113206 -4.31682e-06 0.000250552 3.8
-6.34435e-05 -3.3634e-05 0.00025934 3.9
-1.09589e-05 -6.03195e-05 0.000265198 4
4.18087e-05 -8.32562e-05 0.0002678 4.1
9.24162e-05 -0.000101432 0.000266892 4.2
